-;-;127 087;10 942;-;-;22 706;561 207
-;-;7 129;9 421;-;-;12 578;200 221
-;-;131;-;-;-;(6 262);29 059
-;-;36 526;27 219;-;-;(23 801);1 209 481
320;596;52 458;19 844;95 549;58 769;(458);58 769
-;-;36;404;-;-;(8 915);384 185
-;-;-;-;-;-;4 574;172 853
-;-;-;-;-;-;(156);102 536
-;-;117 316;113 108;-;-;8 534;278 473
-;-;207 197;96 434;-;-;149 584;932 816
-;-;-;-;-;-;(18 139);191 503
-;-;819;7;390 663;335 000;(434);12
193;193;114 445;114 445;193 389;193 389;(0);324 772
-;-;6 799;6 128;-;-;3 954;543 066
-;-;1 876;1 074;-;-;(5 162);6 172
4 796;7 650;41 705;37 046;63 265;68 312;(108);20 011
11 242;14 220;29 699;6 295;45 742;42 481;(2 283);227 934
-;-;295;2 146;-;-;(1 051);0
-;-;109 283;20 198;-;-;114 907;444 194
-;-;5 869;20 416;11 230;23 344;(105);86 592
-;-;315;328;-;-;565;12 086
-;-;4 282;6 475;-;-;68 720;641 903
0;0;18 935;20 266;0;0;42 256;1 097 455
-;-;28 997;6 290;-;-;8 155;179 409
-;-;109 768;82 138;-;-;36 793;364 802
-;-;160 969;22 021;-;-;17 023;403 863
-;-;2 021;1 578;-;-;344;95 566
19 792;18 630;121 366;59 912;174 683;171 459;(3 455);195 080
4 497;3 982;159 792;166 699;0;0;515;(314)
-;-;15 311;39 305;-;-;(2 395);317 462
31 295;18 871;96 038;32 306;182 812;123 667;(2 416);168 115
1 446;1 126;182 359;87 214;186 474;122 391;(16 833);214 062
-;-;0;0;-;-;;
258;996;36 714;16 589;138 836;146 488;(171);331 297
0;-;4 208;5 283;-;-;(55 212);429 681
7 618;8 484;57 467;42 548;142 510;83 131;(217);57 523
-;-;2 018;914;-;-;27 942;651 369
2 576;2 318;93 831;268 792;246 853;434 389;(1 821);328 446
-;-;12 430;9 687;-;-;23 838;133 734
-;-;2 677;8 923;2 712;9 016;(120);52 339
-;-;393;4 894;-;-;5 214;91 169
-;-;0;1 351;-;-;-;-
-;-;1 659;2 212;-;-;10;214 938
415;-;0;0;0;0;(13 000);(571)
-;-;4 232;13 654;25 976;23 931;(45);282 047
-;-;2 458;5 182;-;-;948;62 078
-;-;6 151;9 920;-;-;61 766;1 022 995
-;-;8 647;3 800;-;-;1 354;159 894
7 454;9 426;302 602;311 549;525 675;558 434;(166);312 075
-;-;30 027;8 762;-;-;(233);80 938
0;-;458;747;-;-;21 085;85 126
-;-;107 175;58 539;-;-;35 088;383 470
-;-;73 642;74 309;-;-;63;293 530
-;-;21 569;25 228;15 045;11 033;152 865;1 466 649
-;-;6 381;7 947;6 476;8 380;(677);74 009
-;-;0;2 509;0;3 321;(94);35 163
-;-;0;0;-;-;-;-
465;85;36 274;24 305;37 824;32 874;(4 934);46 672
0;1 900;98 884;131 244;306 893;338 825;(9);47 556
9 506;1 636;90 531;65 786;101 643;83 498;(12 409);101 878
10 150;244;4 140;19 816;14 563;27 996;-;-
-;-;35 976;24 794;-;-;963;761 117
91;11 848;136 469;157 585;464 019;491 110;(18);607 751
-;-;5 753;-;-;-;-;-
-;-;15 904;17 416;-;-;46 280;1 511 796
80 375;5 593;37 640;28 144;182 991;99 427;(5 849);151 778
-;-;6 915;2 897;7 832;3 425;-;31 487
0;0;16 389;43 095;0;0;21 972;365 663
-;-;125 417;128 705;-;-;(2 778);11 794
-;-;605;958;-;-;1 701;114 313
-;-;26 595;24 369;-;-;5 782;204 901
-;-;179;239;-;-;285;1 500
-;-;0;81;-;-;(360);3 237
-;-;829;265;-;-;3 251;126 276
719;2 049;732;735;3 925;5 266;(123);2 357
-;-;48;71;-;-;63 352;187 608
13 713;1 732;293 079;175 223;359 402;216 807;(8 192);288 759
5 331;6 560;24 974;15 933;50 333;44 685;(418);129 025
412;725;351 516;395 563;797 506;744 629;(410);202 711
-;-;12 189;16 749;-;-;3 520;78 635
-;-;30 439;41 870;0;4;116 192;1 182 800
-;-;63 537;10 494;-;-;(8 084);132 881
119 782;10 030;185 138;217 563;388 263;364 741;(4 454);766 656
-;-;14 296;17 642;-;-;6 347;84 448
-;-;779;1 462;-;-;23 836;232 766
-;-;7 554;6 022;-;-;105 677;318 949
1 064;1 262;54 253;67 756;55 317;83 721;(14);109 336
-;-;7 583;6 514;8 465;6 814;(167);6 219
25 362;4 111;157 560;171 004;253 349;276 848;(1 215);108 839
68;3 716;119 857;115 947;122 791;122 836;(1 819);132 812
48;48;230 919;122 807;232 575;124 829;(106);24 039
-;-;12 048;8 057;-;-;6 499;2 411 372
526;700;388 708;208 726;425 996;212 840;(5 799);132 568
-;-;158;234;-;-;(59 804);155 825
13 592;18 282;86 767;59 607;101 539;80 756;(2 007);85 284
3 804;5 857;24 177;31 206;66 288;71 876;(113);105 539
-;-;0;11 727;-;-;(26 432);885 664
-;-;29 387;77 331;-;-;(6 355);93 749
53;101;918;2 403;989;4 387;(0);32 517
0;-;3 414;6 102;4 689;7 220;(811);10 556
311;477;41 262;54 023;47 424;65 115;(907);89 494
0;-;6 269;33 285;6 388;34 246;-;1 144
3 541;4 586;10 305;110 326;14 935;121 668;(214);178 572
0;33;58 912;60 489;63 184;64 794;-;3 073
415;415;540;540;1 033;1 033;(0);0
-;-;2 173;3 758;-;-;(179 222);426
22 564;15 728;72 742;38 641;123 113;83 641;(282);90 911
13 542;1 611;15 839;13 573;55 432;25 954;(60);125 566
-;-;47 330;54 698;-;-;(2 025);330 561
-;-;20 300;19 800;-;-;45;541 677
-;-;668;926;-;-;3 637;213 449
-;-;30 975;26 290;-;-;157 162;1 149 996
-;-;1 918;2 016;-;-;201 716;301 332
18 162;18 563;26 274;28 701;47 779;54 245;(1 366);395 383
-;-;49 097;33 920;-;-;177 980;769 887
-;-;17 495;24 703;-;-;51 837;281 373
-;-;120 278;126 883;-;-;78 637;256 122
-;-;11 370;28 119;-;-;(34 486);183 906
7 243;2 764;174 915;272 129;203 520;439 453;(12);759 613
43 774;30 143;433 307;385 975;482 752;420 960;(2 428);506 138
-;-;4 675;6 465;-;-;(3 816);32 443
23 794;25 504;202 181;226 105;525 523;399 504;(0);546 701
-;-;17 196;9 344;0;-;7 300;169 371
39 771;281;15 812;18 311;56 920;54 449;(1 534);208 230
-;-;41 285;17 125;-;-;(867);295 945
-;-;-;-;-;-;-;-
948;625;308 576;316 528;316 985;328 258;(4 719);68 947
0;10;4 594;2 026;-;-;54 200;1 388 726
-;-;2 058;323;2 099;924;(1 094);29 549
0;-;34 299;15 157;-;-;(9 845);335 285
40 902;29 002;47 574;65 247;107 507;116 817;(207);248 791
-;-;21 880;16 589;-;-;4 215;132 359
1 206;519;0;19;25 159;53 114;63 366;495 529
12 120;3 016;333 649;300 123;399 604;395 794;(9 867);677 005
-;-;35 132;40 806;-;-;2 489;1 503 649
19 444;8 084;13 324;26 700;67 860;45 180;(949);104 235
-;-;7 542;1 757;-;-;578;117 275
0;-;1 371;1 480;0;-;(0);9 317
101 016;90 625;141 224;70 662;310 992;178 474;(662);671 434
4 595;4 697;2 085;2 753;49 240;21 906;(49);3 930
27 666;35 016;18 338;24 251;95 787;213 605;(2 380);94 080
-;-;2 527;2 997;-;-;4 781;373 619
-;-;96 851;46 992;-;-;(275 970);1 381 359
-;-;6 081;8 272;-;-;209;47 349
-;-;11 226;2 350;-;-;2 143;267 671
27 422;23 486;155 301;71 318;204 746;105 650;(2 625);271 814
-;-;183 082;210 055;-;-;29 971;484 300
-;-;10 789;11 475;-;-;1 055;76 121
2 942;4 216;44 555;92 119;58 500;104 033;(340);45 851
0;-;177;210;0;-;0;21 880
8 912;10 096;68 917;62 560;95 245;80 154;(491);118 406
3 319;211;148 788;188 630;214 463;244 997;(5 203);462 124
-;-;0;-;-;-;0;125
-;-;-;-;-;-;0;44 045
2 249;3 276;386 185;635 118;439 807;792 642;(2 471);93 810
0;-;5 869;22 269;6 348;22 275;(648);41 406
0;-;0;36 148;0;55 718;(763);58 446
-;-;399 978;455 346;-;-;701 614;1 909 701
-;-;220 171;319 966;351 404;450 019;(0);618
-;-;6 034;17 062;-;-;(45 400);3 865 729
2 855;-;120 526;161 727;150 626;174 787;(1 231);93 929
-;-;405;861;-;-;30 427;972 212
-;-;367;341;399;366;(5);365 927
-;-;3 683;6 821;-;-;16 178;129 839
-;-;43 650;61 895;-;-;6;358 335
-;-;560;568;-;-;16 715;536 852
4 310;4 665;5 711;5 644;10 272;10 484;(774);17 089
-;-;-;-;-;-;0;-
-;-;41 386;21 049;-;-;39 283;280 874
408;308;1 157;2 331;1 661;2 708;(1);-
-;-;37 650;28 970;-;-;19 699;277 182
9 705;6 145;36 843;19 822;108 086;97 311;(2 019);253 127
-;-;1 856;1 031;-;-;40 718;330 466
-;-;185;287;-;-;(2 266);32 408
4 673;2 942;153 853;170 015;265 015;289 599;(17 452);51 092
830;1 126;16 414;24 805;21 273;26 495;(374);90 441
-;-;22 912;1 478;-;-;7 337;58 100
187;14 942;19 325;36 431;21 062;52 507;(40 139);-
-;-;162 195;5 835;-;-;77 917;1 483 912
-;-;8 504;10 047;-;-;108 291;914 674
8 025;4 539;101 189;80 140;191 786;145 802;(167);12 994
-;-;0;2 393;-;-;(874);546 188
-;-;134 640;161 696;-;-;44 012;2 121 818
-;-;-;-;-;-;(79);-
-;-;0;5 544;10;6 128;(0);46 582
-;-;238 004;159 393;-;-;7 384;497 889
-;-;-;-;-;-;(972);-
0;1 738;8 502;7 923;11 085;19 656;(126);9 230
1;17;64 965;79 303;-;-;28 571;713 070
-;-;0;-;-;-;0;-
-;-;31 583;4 291;-;-;7 384;165 524
-;-;-;-;-;-;-;-
2 034;4 068;172 718;99 277;302 646;181 097;(11 868);236 111
-;-;43 951;6 365;-;-;53 382;1 895 955
20 172;6 499;153 233;12 515;180 416;27 389;(8 839);109 069
6 673;2 770;31 475;56 047;0;0;(146);58 109
-;-;-;-;-;-;(10 583);40 243
3;55;208;2 389;860;5 095;(0);218 633
-;-;33 278;55 940;0;-;25 192;559 380
30 958;30 017;72 842;52 081;104 253;84 785;(660);23 021
0;0;200 749;53 071;0;0;12 717;1 243 906
-;-;140 135;33 903;143 454;35 801;(84);11 249
685;1 384;28 966;31 637;32 995;36 366;(143);493
-;-;9 293;2 616;17 035;4 796;-;2 180
61;61;23 656;30 913;28 158;35 624;(46);17 912
-;-;52 414;34 952;-;-;90 390;1 015 983
-;-;27 822;26 463;-;-;(13 202);20 880
3 430;4 985;201 985;162 541;327 879;235 917;(1 051);264 024
-;-;33 767;66 484;50 257;87 821;(0);12 742
-;-;2 385;5 505;-;-;3 247;177 909
-;-;2 533;2 976;7 433;5 378;(677);24 494
-;-;20;20;20;20;-;215 860
-;-;-;-;-;-;(322);-
-;-;4 106;223;-;-;8 584;217 200
-;-;4 510;4 719;-;-;16 807;34 318
-;-;0;0;-;-;0;0
0;-;160;-;0;-;17;580 842
-;-;5 159;101;-;-;(92);307 370
47;4 140;55;43 004;534;57 536;(856);62 362
-;-;-;-;-;-;0;-
-;-;38 108;48 993;-;-;6 692;745 400
-;-;3 639;249;-;-;9 798;314 539
6 491;13 839;5 395;405;14 062;18 373;(348);-
-;-;5 383;2 197;-;-;7 609;193 681
0;-;-;-;-;-;-;-
1 855;2 516;4 607;4 364;43 147;45 605;(390);101 930
2 695;2 895;25 149;10 730;32 091;25 788;(467);37 790
0;-;0;-;0;38 070;(193);990 407
-;-;13 590;11 321;-;-;6 990;122 229
13 178;5 850;46 405;20 929;70 292;57 850;(1 493);137 134
-;-;10 278;17 107;-;-;(8 225);355
-;-;-;-;-;-;(847);-
-;-;21 293;39 356;-;-;(45 181);366 414
-;-;1 502;-;-;-;1 548;17 629
-;-;-;-;-;-;59;-
-;-;30;30;-;-;(220);19 175
-;-;-;-;-;-;46 247;172 337
-;-;17 474;181;97 096;-;242 190;225 788
-;-;1 019;3 202;-;-;(23 513);399 598
-;-;1 202;1 202;1 202;1 202;-;-
-;-;7 214;-;11 122;0;(4);-
-;-;-;-;-;-;26 404;395 871
-;-;1 294;1 661;-;-;6 761;343 236
-;-;49 852;36 624;-;-;1 170;122 861
-;-;-;-;0;0;-;-
-;-;1 563;1 563;-;-;0;1 144
0;-;22 093;27 388;-;-;7 573;299 251
0;0;257 857;179 683;-;-;(28 590);382 262
-;-;27 315;40 805;27 657;45 251;(423);63 146
-;-;12 710;11 509;-;-;30 179;617 331
0;0;0;0;0;0;680;8 153
5 905;3 567;147 432;137 684;207 253;173 141;(11 163);676 798
-;-;8 101;8 101;-;-;6 017;289 343
19 800;-;49 149;42 002;-;-;104 153;1 843 654
-;-;-;-;-;-;9 736;193 919
7 155;7 155;7 275;6 067;59 164;58 163;(0);5 417
-;-;-;-;-;-;5 197;-
3 968;22 628;22 693;31 229;174 919;227 993;(661);284 578
0;119;13 985;13 107;380 646;406 508;139 433;1 783 712
-;-;-;-;-;-;29;-
18 322;103 259;50 099;39 576;158 448;316 290;-;230 493
0;-;1 512;4 291;12 993;12 448;(61);37 283
-;-;3 667;4 972;8 442;9 463;(1 031);27 910
-;-;227;227;-;-;548;195 986
0;-;0;-;22 651;12 910;14 008;160 435
-;-;21;-;24;0;(3);-
0;-;66 116;76 428;0;-;17 101;1 323 492
32 730;20 795;144 195;52 658;191 576;86 816;(6 793);112 483
-;-;803 265;742 092;-;-;268 332;333 745
23 507;45 058;150 873;118 030;198 475;190 457;(110);51 735
-;-;0;32 986;-;-;16 793;535 815
53 496;47 729;339 747;232 570;427 141;307 374;(21 030);535 474
287;705;83 997;115 330;103 339;122 134;(1 396);191 927
-;-;85 664;108 987;-;-;192 237;1 157 229
-;-;0;538;-;-;(416);-
-;-;2 362;3 179;-;-;731;47 501
-;-;1 244;3 011;-;-;2 954;336 674
-;-;7 668;1 560;-;-;1 771;249 044
2 422;-;-;-;-;-;64 952;1 888 435
2 882;-;95 788;102 187;180 830;116 332;(26 365);201 507
-;-;3 101;3 431;-;-;616;100 709
19 886;11 333;29 446;17 419;79 838;135 165;(2 507);39 697
-;-;61 600;30 776;-;-;73 431;590 832
1 950;3 185;109 013;100 116;152 675;148 213;(62);148 922
-;-;0;3 562;-;-;(32 111);1 100 295
-;-;240 249;229 975;-;-;20 402;297 958
-;-;24 295;25 841;-;-;3 742;205 138
-;-;3 455 071;2 496 385;226 082;234 353;48 334;258 267
-;-;150 362;123 668;-;-;163 073;425 872
949;1 252;42 723;18 989;55 480;37 915;(1 899);175 467
180;986;2 105;3 124;3 445;6 972;(26);8 956
1 033;1 676;245 010;183 834;246 925;187 287;(18 328);73 554
79 106;74 874;87 666;124 550;237 005;265 446;(937);-
68;121;51 334;68 860;53 240;72 690;(1 304);129 082
-;-;0;-;294 327;250 145;(8 748);155 631
-;-;0;-;-;-;(1 837);104 976
25 801;43 400;339 275;392 203;396 312;436 282;(2 688);165 060
-;-;60 283;56 481;-;-;(905);17 151
-;-;26;429;-;-;1 037;47 291
3 539;4 708;21 954;11 075;45 752;43 035;(1 095);142 580
420;1 823;80 491;57 465;118 596;96 644;(0);22 122
-;-;102 221;1 782;-;-;469 124;3 256 717
-;-;-;-;380;0;-;-
21 002;21 583;19 722;20 710;61 226;65 425;-;157 222
94 254;38 369;5 274;21 706;100 501;72 044;(136);59 474
88;46;542 639;517 028;635 916;517 537;(541);230 434
-;-;438;221;-;-;128 863;73 550
0;8 847;105 224;107 204;105 243;118 587;-;282 092
32 155;53 081;15 369;13 569;47 762;68 081;(4 061);104 554
3 014;3 118;55 504;63 505;66 357;74 367;(1 497);89 704
0;16;1 454;2 545;-;-;61 591;360 978
-;-;-;-;-;-;-;-
-;-;241 144;196 689;246 226;200 398;(1 522);44 281
-;-;22 570;7 608;-;-;12 705;133 027
2 116;1 669;25 910;21 598;30 977;25 814;(1 821);31 349
-;-;-;-;-;-;21 841;34 403
-;-;2 453;2 518;15 652;16 052;5 171;30 132
22;524;8 774;10 830;9 877;12 446;(0);3 342
-;-;3 873;264;-;-;(11 984);210 755
0;0;31 090;31 090;41 800;41 800;(0);1 516
83 176;32 150;53 869;68 727;175 171;120 131;(788);92 673
601;1 299;184 339;56 066;222 276;63 202;(367);21 533
-;-;36 218;36 218;-;-;-;-
-;-;-;-;-;-;1 707;-
-;-;11 410;12 865;-;-;36 686;549 794
-;-;-;-;-;-;3 179;143 181
-;-;-;-;-;-;-;-
-;-;17 524;5 523;-;-;74 476;154 715
-;-;158 263;127 700;213 144;147 528;(3 162);193 807
-;-;4 269;1 031;6 761;6 464;(786);74 198
16 225;19 245;50 282;33 132;84 019;102 803;(238);204 316
-;-;3 110;142;-;-;3 449;63 896
-;-;0;651 099;0;708 289;(0);287 045
5 687;13 326;1 419 600;1 495 692;1 609 498;1 679 614;(3 100);1 311 839
-;-;426;470;-;-;12 616;627 337
0;184;161 261;105 981;163 067;180 771;(0);708 784
0;-;32 970;19 287;9;18;(0);(1 886)
-;-;75;141;-;-;169;9 080
-;-;11 405;16 235;-;-;4 216;52 220
-;-;-;-;-;-;0;825 216
-;-;259 081;273 201;0;-;81 585;509 087
-;-;19 383;43 033;-;-;26 544;455 587
7 469;224;135 933;21 724;193 973;124 305;(10 078);278 609
-;-;160 252;115 560;-;-;30 377;165 235
-;-;36 417;13 668;-;-;63 040;744 315
349;629;14 402;12 538;16 010;16 195;(485);39 812
-;-;0;430;-;-;0;111 040
-;-;183;234;-;-;(14 328);10 619
339;305;65 061;56 365;80 246;79 130;(5 416);189 166
-;-;-;-;-;-;102;29 539
-;-;3 878;2 267;3 993;2 277;(136);20 406
-;-;12 052;3 610;40 000;40 000;24 760;106 181
0;-;0;-;70 481;188 957;(1 231);(1 064)
-;-;34;1 776;-;-;50 337;250 640
663;752;11 034;11 747;28 581;26 558;(230);14 603
0;-;0;-;0;-;0;-
-;-;426 073;302 274;-;-;19 805;107
-;-;2 531;3 238;-;-;1 378;79 276
-;-;1 710;-;-;-;43 552;314 693
-;-;17;5 791;-;-;272 207;847 326
-;-;27 473;39 643;-;-;20 338;1 565 960
221;315;1 097 566;1 167 016;-;-;5 297;1 118 089
2 671;-;8 507;12 312;11 184;12 321;(1 164);5 000
34 149;25 934;36 325;25 343;123 667;61 058;(4 266);597 229
1 910;1 197;295 006;188 865;392 216;217 921;(508);163 996
-;-;1 700;1 772;-;-;(234);13 019
4 345;41 335;418 390;430 500;425 441;1 147 501;(3 391);692 009
1 747;2 448;21 115;28 099;84 722;50 422;(1 745);139 566
-;-;456 075;186 012;456 961;187 002;(3 534);-
-;-;64 823;52 685;-;-;4 894;39 963
948;4 624;12 380;12 497;16 500;20 300;(0);-
2 896;3 320;155 472;58 660;164 175;66 402;(10 658);143 197
0;-;1 500;211;1 845;2 095;(0);1 775
4 249;5 736;120 829;93 642;153 357;110 600;(8 333);674 289
198;1 868;46 073;49 480;92 522;99 288;(203);21 588
110;110;16 641;21 052;37 089;44 026;(1 035);78 297
-;-;4 467;10 458;-;-;7 623;486 982
-;-;0;-;-;-;30 268;87 116
197;60;249 608;241 174;309 000;269 735;(404);23 352
23;30;904;2 327;-;-;42 695;540 965
4 722;5 654;7 325;8 304;0;0;0;29 125
-;-;106 576;88 409;107 046;96 181;(10 085);102 672
-;-;31 609;16 443;-;-;(3 862);1 461 430
-;-;815;1 085;-;-;(3 947);23 641
-;-;0;16 956;-;-;(59 076);1 035 922
-;-;6 869;9 878;-;-;10 405;923 307
39;79;25 306;4 994;32 019;27 995;(640);31 831
0;45;5 477;10 901;5 477;10 947;(172);4 391
-;-;308;308;446;446;(0);4 306
-;-;31 143;19 779;-;-;20 334;260 532
-;-;97 271;104 566;38 596;47 682;128 106;982 902
11 006;12 571;8 422;15 684;75 070;85 862;(27);6 903
0;0;32 251;39 744;0;0;(35);0
-;-;125 022;-;142 075;0;(5);-
-;-;14 060;17 019;-;-;18 914;395 562
-;-;237 099;-;-;-;(1 612);2 602
0;800;1 100 808;1 162 369;-;-;23 597;669 372
44;-;2 522;2 048;19 424;17 394;(2 486);165 976
-;-;-;-;-;-;0;1 078
-;-;4 008;3 745;-;-;(3 687);104 638
279 721;345 916;183 049;145 985;508 200;499 776;(0);475 802
-;-;0;-;-;-;0;166
183 461;-;19 151;553;203 000;2 718;(0);3 119
-;-;12 467;7 278;12 885;7 994;(2 844);58 979
0;-;17 931;1 552;23 655;4 857;(1 590);-
-;-;6 782;18 917;-;-;(22 630);1 246 423
20;29;7 771;15 586;-;-;22 024;290 715
-;-;0;-;-;-;0;-
170;-;20 519;9 843;107 626;64 228;3 818;276 433
-;-;2 886;10 612;-;-;103 694;2 019 551
-;-;66 998;85 858;-;-;(15 621);631 253
-;-;0;-;-;-;(5 482);-
-;-;97 484;84 446;-;-;24 727;835 627
-;-;4 981;4 984;-;-;9 284;96 961
31 269;81 160;37 035;73 541;83 012;162 840;(4 783);-
0;-;232 457;202 146;414 936;388 143;(9 999);666 353
476;4 162;8 534;6 265;9 426;10 899;(72);51 334
-;-;107 474;79 630;-;-;32 050;228 337
0;0;13 921;13 253;14 586;22 243;(1 673);79 373
-;-;561 945;593 755;2 498;2 536;151 438;889 498
-;-;0;4;-;-;595;36 014
0;-;8 199;27 256;-;-;4 577;171 308
-;-;33 829;10 320;-;-;144 455;430 677
0;-;227 637;216 398;235 551;219 350;(1 673);53 546
2 359;580;520 270;586 287;538 334;597 233;(3 380);1 208 474
930;895;11 769;12 079;13 340;15 656;(315);40 226
100 408;111 691;46 671;54 849;214 072;240 738;(4 000);128 611
11 306;11 233;111 064;113 072;132 636;134 050;(3 598);236 772
-;-;10 027;10 538;-;-;55 530;70 640
-;-;7 151;7 151;-;-;(15 328);80 381
-;-;11 613;11 186;-;-;1 646;178 513
7 036;8 273;39 073;40 300;83 344;103 435;(3 855);241 078
1 183;1 689;409 750;346 172;696 291;731 311;2 687 017;452 388
-;-;570;-;-;-;2 157;146 841
6 392;845;305 294;166 247;349 311;187 759;(49);4 294
-;-;7 835;1 095;-;-;(14 440);725 455
-;-;24 190;-;-;-;30 577;433 054
-;-;5 691;7 175;-;-;13 341;131 530
-;-;-;-;-;-;(1 098);114 724
-;-;16 760;-;-;-;5 307;2 096
40;1;6 169;7 627;-;-;(784);32 871
36 839;55 863;0;0;0;0;81;389 305
59 906;54 343;109 153;51 688;179 201;152 703;(11 744);205 126
-;-;-;-;-;-;10 022;317 021
-;-;55;148;-;-;(9 675);3 610
-;-;7 802;9 920;-;-;20 267;242 033
-;-;639;937;-;-;4 017;92 714
-;-;30 085;76 622;30 760;93 907;(761);196 865
-;-;-;-;-;-;445;157 680
-;-;-;-;-;-;(455);15 454
12 954;22 785;74 209;90 626;208 450;234 237;(0);230 889
7 879;3 286;101 277;59 662;377 017;148 667;(62);179 923
-;-;21 360;36 610;22 605;45 786;(3);166 025
-;-;1 009;1 302;-;-;7 877;42 632
16;37;5 755;8 745;-;-;8 529;132 603
-;-;42 104;43 992;-;-;27 993;214 379
5 288;4 563;18 237;18 947;71 146;75 970;(211);15 692
-;-;922;1 144;-;-;5 672;318 676
-;-;1 173 124;1 173 123;-;-;175 387;298 079
-;-;0;-;-;-;(29);9 309
-;-;10 354;10 354;10 368;10 368;(0);0
2 727;2 727;27 800;27 800;30 693;30 693;-;1 792
-;-;0;2 524;-;-;12 122;121 822
-;-;-;-;-;-;(3 119);423 884
611;1 881;19 921;21 266;47 937;38 256;(505);104 052
-;-;3 789;4 927;-;-;(2 904);28 616
2 169;2 782;61 385;47 174;89 700;76 051;(352);77 081
39 542;34 856;60 459;50 013;141 247;106 701;(982);184 146
-;-;0;8 752;-;-;0;177 483
7 041;9 201;44 521;29 834;130 556;61 728;(12 349);127 175
11 500;10 578;509;123;14 431;12 255;(626);28 446
-;-;3 995;2 346;-;-;199 416;893 341
0;-;374;5 885;7 968;6 203;(4 660);111 168
13 129;19 121;23 669;16 109;43 303;47 337;(185);29 959
9 674;324;8 244;5 681;29 973;13 487;(737);47 483
-;-;129 606;134 347;-;-;(4 159);6 932
10 054;15 197;3 941;9 393;17 080;27 560;(39);36 065
0;89;2 387;2 987;124 409;125 098;(0);42 764
-;-;47 355;9 742;60 056;13 012;(194);27 704
-;-;306;434;-;-;7 417;403 263
-;-;6 990;11 616;-;-;6 801;324 912
-;-;6 223;22 138;-;-;(71 232);741 951
-;-;227;16;-;-;7 089;612 132
-;-;-;-;-;-;2 205;32 372
7 325;2 233;33 854;25 676;47 267;31 153;(691);124 777
6 561;9 826;44 767;45 791;57 647;71 901;(71);175 708
-;-;16 446;18 092;-;-;8 963;691 014
-;-;34 453;9 575;-;-;2 635;158 071
-;-;52;52;-;-;10 948;94 585
0;-;7 710;10 225;-;-;(32 634);295 181
934;3 849;48 479;69 575;88 844;112 376;(536);121 315
2 572;3 216;82 205;43 724;219 980;195 813;(410);158 853
-;-;30 979;74 676;33 229;89 558;(134);60 807
-;-;105 109;57 216;-;-;109 294;396 870
-;-;48 128;52 366;-;-;346 186;1 274 115
-;-;74 349;32 166;-;-;7 691;333 938
8;52;13 618;10 587;17 901;18 638;(0);9 613
-;-;15 364;12 490;-;-;3 822;104 671
-;-;-;-;-;-;(1 111);3 005
108 883;66 743;151 213;158 342;261 129;227 763;(15 241);142 209
-;-;15 041;15 585;-;-;31 820;132 499
-;-;397 681;313 814;-;-;68 280;937 405
-;-;-;-;-;-;-;-
-;-;47 452;72 089;0;-;1 026;173 238
-;-;21 978;26 140;-;-;(22 382);316 995
-;-;2 785;3 381;-;-;14 723;46 434
-;-;18 514;12 216;-;-;(3 487);98 848
-;-;47 235;47 235;47 246;47 246;-;-
9 312;6 145;93 449;249 890;236 726;338 370;(1 043);660 113
0;-;0;87 199;5 520;125 563;(110);379 675
-;-;0;-;0;-;(105);-
-;-;-;-;-;-;(236);-
47;20;311 802;117 140;-;-;(18 477);8 794
-;-;0;576 052;-;-;(11 374);152 952
-;-;-;-;-;-;(3 217);312 305
-;-;1 049;1 509;0;-;960;15 195
-;-;4 151;2 978;-;-;8 747;236 257
-;-;161 910;156 302;-;-;21 400;496 438
42 299;58 875;0;313 961;48 874;388 545;(0);149 127
-;-;839;1 109;-;-;5 502;149 587
0;-;41 285;55 878;0;0;0;288
129 035;106 335;74 154;54 193;242 954;196 194;(11 275);195 292
-;-;494;494;533;533;(0);56 259
-;-;6 695;6 307;-;-;(7 538);383 296
-;-;1 706;1 881;-;-;2 701;26 466
-;-;12 900;13 484;-;-;293 444;807 796
-;-;0;89;-;-;(1 341);1 945
335;1 068;340 508;366 279;365 568;393 827;(9 205);127 484
2 814;3 428;48 142;46 269;59 341;63 640;(176);85 448
1;2;0;301;-;-;636;43 380
-;-;10 722;13 082;-;-;(258);20 574
-;-;2 132;2 357;-;-;37 526;75 746
1 243;1 615;196 654;158 877;274 582;203 708;(110);45 294
163;465;9 098;22 459;17 551;37 225;(115);25 928
-;-;26 123;37 650;1 435;-;110 181;1 609 739
1 493;260;57 753;56 280;145 902;138 283;(1 082);359 472
5;5;2 501;5 289;6 027;8 439;(199);10 767
-;-;59 592;14 431;-;-;74 577;1 373 683
0;-;21 502;17 589;64 959;60 885;(223);3 064
47 091;40 496;19 222;16 982;76 280;68 821;(1 118);42 291
-;-;100 998;89 498;-;-;51 785;519 151
0;20 677;435 021;330 006;575 873;537 991;(5 949);637 262
-;-;260;330;-;-;4 648;267 060
88;4 559;9 359;11 599;9 537;19 465;-;-
53;1 065;2 237;59 998;17 118;80 285;(22);78 984
-;-;-;-;-;-;5 302;180 752
0;125;8 125;6 788;8 132;7 567;(223);5 653
20 299;22 058;81 371;66 660;105 623;103 394;(8 052);30 856
5 712;8 635;255 861;320 651;269 255;342 497;(5 312);125 091
-;-;76 303;79 500;-;-;18 847;495 790
-;-;29 514;11 852;0;8;5 065;74 568
159;231;196 294;192 382;312 386;265 917;(3);21 941
