0;-;67 853;79 616;-;-;356 655;460 004
410;410;3 042 074;2 728 155;-;-;163 248;999 841
-;-;24 898;37 381;-;-;(25 748);900 036
-;-;1 623;6 081;-;-;31 812;101 087
-;-;64 665;60 724;-;-;159 575;578 866
-;-;150 935;59 423;-;-;64 079;236 144
1 900;223;161 783;102 960;-;-;399 653;1 318 962
-;-;175 511;135 211;-;-;(174 073);1 311 554
-;-;1 053 025;1 155 015;-;-;76 282;1 677 131
54 175;33 663;1 029 254;1 075 261;-;-;(321 601);1 513
-;-;21 146;21 600;-;-;(7 221);855
-;-;-;-;-;-;(18 476);38 801
-;-;84 442;103 624;-;-;88 503;111 064
-;-;27 667;9 065;2 021;2 124;(35 865);48 153
12;22;41 913;36 234;-;-;93 217;453 546
-;-;11 188;9 743;-;-;3 418;106 814
-;-;14 612;11 133;-;-;923;163 532
-;-;9 836;11 289;-;-;20 220;28 944
-;-;963;1 233;-;-;(10 015);317 952
-;-;348 169;291 071;-;-;70 042;1 080 885
-;-;24 350;31 578;-;-;(9 286);56 983
-;-;4 195;7 327;-;-;7 326;614 194
-;-;0;-;-;-;32;-
-;-;1 392;22 634;1 318;1 378;1 171;312 209
-;-;4 958;415;-;-;1 434;132 668
-;-;85;36;-;-;35;34 477
-;-;87;674;-;-;53 766;187 488
-;-;100 022;85 041;-;-;103 283;1 257 624
-;-;41 753;4 225;-;-;105 485;646 163
-;-;5 995;7 146;-;-;3 251;185 417
-;-;29 009;26 978;-;-;3 996;46 656
-;-;124 616;106 797;-;-;63 859;404 034
-;-;7 012;7 799;-;-;3 002;190 941
-;-;49 589;54 629;-;-;26 493;51 975
20;20;23 710;35 114;-;-;317 949;1 402 453
0;-;296 413;188 845;0;-;(1 334);99 158
-;-;6 887;7 916;-;-;522;962 538
4 086;4 338;45 897;67 931;49 983;73 170;(158);7 245
-;-;80;81;-;-;(6 928);18
-;-;9 383;9 667;-;-;(1 077);9 650
-;-;50 978;49 610;-;-;289 705;1 027 192
-;-;200 814;155 781;-;-;1 227 827;1 813 009
-;-;0;-;-;-;0;208 586
-;-;60 385;57 526;-;-;18 720;300 379
1 741;2 008;157 066;16 344;-;-;61 331;2 927 967
-;-;80 257;53 283;-;-;68 680;792 386
0;-;81 090;154 061;1 135 464;1 065 320;(7 293);262 978
-;-;10;246 770;0;746;(7 228);516 515
-;-;107 607;113 201;-;-;(7 673);272 205
29 365;6 703;229 732;58 246;264 147;68 002;(256);6 478
-;-;16 564;3 178;-;-;105 943;3 087 373
-;-;13 278;19 707;-;-;(84 840);1 075 620
6 748;11 909;15 518;36 496;66 447;81 249;(127);212 601
5 471;10 041;12 802;17 359;88 741;59 096;(540);264 517
-;-;95 320;72 324;68 109;62 170;20 021;234 915
-;-;3 285;7 158;-;-;2 518;221 084
-;-;4 589;5 527;-;-;(22 329);140 655
-;-;4 007;4 753;-;-;29 979;127 037
-;-;147 768;155 845;-;-;7 618;389 705
566;750;269 288;117 282;340 936;145 433;(555);199 655
-;-;10 873;10 485;-;-;(167);50 444
-;-;180 745;182 694;-;-;25 666;504 168
-;-;47 773;56 810;-;-;(15 875);315 251
-;-;20 469;31 779;-;-;(57 304);356 923
38 800;58 200;232 701;245 097;-;-;8 150;1 433 855
-;-;0;-;-;-;80;-
-;-;939;1 526;-;-;227 802;596 480
2 295;196;346 561;281 932;-;-;1 187 316;1 568 081
-;-;-;-;-;-;(233 963);827 973
11;12;160 729;147 363;-;-;16 306;316 506
100 964;100 966;18 241;1 899;-;-;12 373;599 424
-;-;15 024;18 797;-;-;15;237 629
165;168;5 134;8 205;19 271;29 609;(0);60 037
-;-;20 137;18 322;-;-;32 956;12 481
-;-;324 565;364 203;-;-;386 731;475 219
-;-;305 124;298 481;-;-;288 622;1 414 750
-;-;87 939;90 463;-;-;(87 320);179 911
-;-;200 649;365 190;-;-;38 023;158 839
97;130;53 466;67 683;-;-;(18 447);1 882 195
-;-;22 195;23 753;-;-;227 882;4 607 399
159;538;51 151;51 960;-;-;(47 424);315 330
-;-;5 773;60 027;110 066;-;(11 775);8 283
8 233;8 364;3 615;4 318;14 614;43 928;-;16 746
-;-;-;-;-;-;3 235;83 816
-;-;0;5 591;-;-;(7 842);137 672
0;-;34 779;47 064;-;-;(58 053);11 657
14 223;6 557;72 348;51 501;197 098;155 913;(2 504);222 777
18 693;5 144;30 192;2 253;61 300;22 051;(5 533);68 892
-;-;33 044;33 072;-;-;14 879;605
-;-;23 099;32 357;-;-;29 930;1 416 384
0;817;3 969;5 645;0;0;(378);17 723
0;-;12 901;13 573;0;0;(25);7 311
0;14;213 907;181 720;-;-;41 809;264 039
32 787;44 589;45 860;6 716;106 713;100 210;(3 448);72 241
-;-;22 103;26 259;-;-;(11 004);45 206
-;-;14 728;20 115;-;-;746;36 721
-;-;257 331;167 560;-;-;193 455;2 076 246
-;-;67 161;52 383;4 383;4 383;50 203;1 056 784
-;-;2 641;2 591;-;-;438;123 751
94;168;49 063;15 799;197 941;138 886;(324);255 666
-;-;3 400;48 486;-;-;(2 156);80
-;-;1 945;2 508;-;-;1 221;28 684
23;131;27 113;152 690;-;-;(4 182);172 338
-;-;16 224;21 474;-;-;(4 744);93 315
0;-;0;-;-;-;0;-
2;4;22 191;24 618;1 081;-;(10 593);127 015
-;-;5 181;5 199;-;-;204;217 749
-;-;2 993;6 232;-;-;207;492
6;14;187 090;162 118;737 134;772 777;(172 884);338 632
-;-;103 844;79 750;-;-;738;788 189
-;-;5 623;651;-;-;94 264;264 145
-;-;-;-;-;-;423;3 752
-;-;37 958;44 375;121;-;(8 969);48 292
67 372;56 031;0;0;0;0;2 705;21 988
-;-;33 239;34 297;-;-;471;16 090
-;-;843;843;-;-;(6 451);546
1 045;-;77 992;58 564;-;-;37 816;946 991
-;-;83 129;65 331;-;-;4 338;58 622
-;-;863;852;-;-;487;335 717
-;-;31 354;17 297;-;-;(4 217);74 302
-;-;-;-;-;-;(37 808);321 407
-;-;109 066;114 425;2 839 866;2 972 671;(1 136);333 116
-;-;7 790;4 365;-;-;118 334;1 245 520
-;-;96 206;93 725;-;-;(39 690);256 341
-;-;4 485;1 967;-;-;11 423;151 387
-;-;4 995;5 486;-;-;13 675;21 422
-;-;79 277;52 083;-;-;8 429;533 073
-;-;176 823;155 862;-;-;3 312;788 537
-;-;92;723;8 037;10 029;(3 936);46 380
2 814;3 096;152;133;4 783;5 414;(338);14 714
-;-;15 304;6 526;-;-;21 997;383 391
-;-;228 483;136 885;-;-;34 194;2 457 450
-;-;87 604;78 214;-;-;(2 023);61 236
-;-;15 278;-;-;-;76 564;20 245
7;26;101 347;105 547;-;-;2 934;72 250
-;-;5 420;4 033;-;-;4 951;24 990
-;-;12 466;15 993;-;-;41 940;1 613 547
5 449;6 142;51 332;50 345;0;0;(244);111 278
30;30;15 115;7 899;-;-;214 295;163 186
558;561;982;2 876;1 542;3 880;(78);24 280
-;-;22 201;9 456;-;-;362 358;369 879
-;-;125 192;131 668;-;-;6 047;87 283
122;180;35 579;21 705;-;-;55 506;554 830
-;-;1 642 710;1 538 893;-;-;397 601;502 081
217;-;137 832;133 795;-;-;16 754;2 081 271
-;-;130 686;115 171;-;-;(52 222);1 666 461
13 106;9 751;29 237;15 189;66 543;49 028;(3 393);313 369
-;-;5 982;7 320;-;-;3 577;153 219
4 952;3 476;93 948;42 380;206 434;57 067;(1 157);215 506
71;71;40 603;49 194;51 175;50 764;(165);32 411
22 466;22 466;-;-;67 589;67 589;-;-
30 972;27 306;88 884;120 227;164 959;211 750;(4 138);135 072
-;-;6 807;9 533;-;-;(5 595);534 756
636;914;53 706;38 772;76 725;56 637;(839);107 677
1 886;1 635;54 731;57 113;59 068;65 610;(4 490);101 809
36;36;115 783;81 864;-;-;(16 008);279 034
0;0;45 472;33 492;47 198;34 085;-;3 746
-;-;0;29;-;-;17;5 887
-;-;1 433;1 512;24 754;15 299;7 355;1 372 988
-;-;-;-;-;-;22 376;270 043
-;-;3 244;54;-;-;9 261;125 031
0;64;15 857;17 449;-;-;16 281;44 512
4 285;4 039;20 568;22 133;27 777;32 822;(2);74 970
-;-;4 108;4 555;-;-;12 174;273 891
1 321;2 421;125 491;174 994;172 729;238 135;(99 380);455 351
-;-;30 907;8 339;-;-;18 641;246 984
-;-;589;-;-;-;(7 376);4 705
-;-;27 509;33 992;-;-;8 165;238 158
-;-;152 724;155 565;180 299;172 467;(336);-
-;-;226;264;-;-;1 019;79 986
11 178;-;28 435;41 261;39 810;41 262;(680);22 405
136 764;136 384;491 687;409 057;1 782 911;1 694 828;(17 140);1 061 244
-;-;810;1 998;-;-;36 637;595 258
-;-;0;352;-;-;(1 946);25 729
53 568;42 032;17 283;18 125;138 165;95 026;(4 339);160 333
2 376;668;31 452;26 101;55 014;70 780;(1 080);275 143
-;-;43 740;23 406;0;12;2 623;587 103
-;-;77 147;102 793;-;-;(2 872);486 043
-;-;173 092;173 092;-;-;(335);47 856
0;-;74;34;0;0;(55 935);(340)
-;-;152;44;-;-;20 458;150 873
87 832;84 767;21 074;24 139;133 017;124 133;(993);116 867
0;-;41 797;224 120;41 797;224 120;-;51
-;-;0;6;-;-;-;-
8 328;12 094;40 720;28 691;69 737;50 824;(1 004);207 007
14 992;8 471;90 168;113 092;119 302;138 070;(538);367 738
5 926;7 797;149 825;20 399;156 347;29 436;(5 094);36 662
-;-;172 708;169 745;-;-;15 921;573 301
-;-;5 824;13 836;-;-;(13 771);106 769
140 664;69 396;22 005;16 674;165 020;96 439;(451);97 969
-;-;-;-;-;-;(77);13 558
5;5;12 816;16 365;-;-;4 545;200 405
0;17;0;172;-;-;823;9 055
-;-;551;1 066;-;-;(1 379);2 708
-;-;722;1 510;-;-;(3 792);31 169
1 393;1 646;3 949;10 199;61 869;73 025;(89);43 205
-;-;7 964;3 112;-;-;2 818;2 437 160
93 200;95 000;-;-;107 858;110 617;(1 759);99 932
-;-;1 117;1 725;-;-;1 915;37 161
-;-;0;-;-;-;5;4 213
-;-;92 089;46 489;-;-;143 910;1 104 519
13 924;11 721;10 688;1 946;62 930;49 957;(0);52 304
-;-;264 423;210 326;356 876;225 443;(735);175 372
-;-;10 117;9 401;-;-;19 022;334 958
-;-;17 987;49 461;24 850;51 235;(0);-
-;-;20 084;32 700;-;-;21 207;3 260 387
1 911;2 870;183;3 855;30 111;34 766;-;167
-;-;11 806;16 651;-;-;5;135 075
14 759;11 666;83 321;122 136;106 429;156 422;(869);484 118
0;-;164 107;168 707;-;-;39 255;412 475
0;0;310 124;325 182;-;-;46 207;38 100
128 704;131 633;469 460;252 054;613 040;399 261;(804);784 942
-;-;34 430;37 125;-;-;(2 995);51 937
1 239;371;17 974;24 802;43 352;67 037;(241);115 047
-;-;-;-;-;-;(1 339);433
-;-;10 362;9 359;-;-;9 909;457 310
-;-;34 578;9 780;-;-;11 973;353 216
-;-;19 728;5 793;-;-;52 921;1 102 721
21 121;23 062;14 971;16 519;37 719;78 679;(5 443);121 548
9 125;5 720;3 838;3 392;13 025;10 618;-;20 319
855;1 046;33 641;13 789;40 492;21 189;(970);107 100
-;-;12 551;5 969;-;-;25 337;449 782
-;-;20 963;31 316;-;-;(12 033);588 015
-;-;51 572;48 416;-;-;10 197;716 357
-;-;9 695;11 347;-;-;(2 655);11 561
41 366;44 685;54 939;22 525;114 750;105 425;(508);129 322
-;-;6 603;7 877;-;-;6 367;384 997
2;56;1 092;3 259;0;0;(1 522);(3 590)
-;-;69 914;39 989;-;-;5 121;218 673
-;-;278;278;-;-;(4 230);13 735
-;-;-;-;-;-;4 866;367 070
-;-;312 751;182 653;-;-;243 629;610 028
0;-;0;355;-;-;622;22 510
101;366;-;-;-;-;1 104;66 084
-;-;-;-;-;-;(334);-
0;0;157 640;157 640;174 800;174 800;(0);9 693
174 091;174 091;915 856;915 856;1 453 765;1 453 770;-;300
61 300;52 640;87 302;101 515;482 797;480 917;(136);13 381
-;-;0;20;-;-;80 788;295 443
11 215;7 247;115 254;85 431;141 512;119 080;(1 874);126 292
-;-;25 232;31 651;-;-;18 974;591 479
0;-;601;601;0;-;(370);8 240
-;-;4 408;6 591;-;-;155;36 795
-;-;8 231;9 574;-;-;(55 571);110 315
-;-;0;1 802;-;-;(1 253);474 456
-;-;18 890;43 808;18 890;45 175;(0);190 212
0;0;110 751;97 490;110 964;97 846;(15 499);180 889
-;-;5 461;6 985;-;-;8 126;182 361
1 315;2 984;-;-;10 903;19 814;(1 287);62 971
2 199;3 209;121 324;62 547;142 630;96 421;(5 147);270 375
-;-;147 125;127 005;149 176;127 287;(542);37 286
-;-;6 985;-;-;-;308 569;1 133 836
4 026;5 219;51 317;51 913;66 084;80 014;(881);264 270
-;-;6 393;8 147;-;-;68 869;182 431
-;-;7 795;2 634;708;-;198 420;270 023
-;-;0;20 502;0;0;0;4 270
-;-;33;33;-;-;2 166;71 897
-;-;355 949;402 894;481 724;480 578;(3 562);5 000
469;465;119 682;105 598;335 326;232 255;(2 510);255 572
-;-;4 076;457;-;-;1 806;120 119
-;-;95;16;-;-;1 953;147 034
-;-;30;293;-;-;20 484;161 629
-;-;3 860;4 772;-;-;814;56 889
-;-;23 962;25 314;-;-;(1 968);-
287;326;798;284;2 166;2 105;(117);12 690
-;-;15 939;17 104;-;-;7 319;102 308
-;-;28 528;23 276;28 557;23 331;-;6 504
335;8 490;31 180;16 198;32 853;26 741;(213);-
2 331;3 061;27 612;27 336;31 238;31 788;(2 778);78 310
-;-;1 627;12;-;-;5 852;389 934
-;-;6 777;8 209;-;-;3 900;483 136
-;-;6 564;7 104;-;-;34 780;61 350
-;-;3 180;3 948;-;-;103;45 233
3 977;7 240;38 483;155 097;149 910;207 823;(0);133 771
-;-;235;3 333;-;-;1 608;93 689
-;-;5 975;6 337;-;-;1 802;26 688
-;-;366 551;420 830;1 334 808;1 332 212;(78 287);1 030 082
-;-;3;2;1 240;1 826;-;-
-;-;23 995;27 870;150 537;139 038;(1 259);321 712
-;-;8 357;8 277;-;-;41;2 080
-;-;636;741;-;-;;
53;60;582 098;537 672;0;336;197 640;1 431 753
519;1 029;19 667;30 948;39 946;43 831;(1 132);18 130
-;-;7 234;7 976;-;-;70 399;320 643
9 622;27 415;433 349;313 695;944 093;722 361;(1 093);965 356
-;-;19;2 129;-;-;(3 756);189 725
-;-;3 116;4 768;-;-;7 520;817 445
-;-;0;531;-;-;(619);80
-;-;-;-;-;-;8 368;18 452
0;40;64 083;53 545;250 294;54 286;(6 528);4 654
0;-;129 017;189 987;180 833;248 983;-;1
-;-;-;-;-;-;0;386 144
17 225;20 197;5 792;23 352;55 372;77 568;(674);52 694
-;-;-;-;-;-;75;68 549
-;-;-;-;-;-;610;100 744
-;-;0;3 502;-;-;1 363;117 596
-;-;44 874;42 410;-;-;27 897;250 573
0;-;56 506;56 506;62 029;62 029;-;-
273;474;157 483;79 349;161 260;92 140;(2 854);203 094
139;52;23 808;29 244;27 460;29 716;(93);26 925
5 744;5 273;28 091;34 273;36 241;57 140;(1 925);164 121
-;-;0;26 593;-;-;11 197;2 288 441
-;-;-;-;-;-;313;130 096
-;-;634;2 591;0;-;(963);3 335
-;-;148 275;149 683;-;-;274 798;1 194 722
21;21;0;-;43 849;30 626;(1 722 622);1 108 933
42 994;11 987;9 061;18 464;73 421;32 625;(196);47 947
52 805;38 364;71 400;104 874;194 080;161 883;(3 041);640 601
-;-;231;100;-;-;12 447;321 956
-;-;1 520;1 877;-;-;213;168 955
481;669;36 722;46 286;-;-;77 762;506 735
-;-;1 750;2 426;-;-;(1 551);-
-;-;113;113;-;-;10 121;48 227
2 500;2 500;173 151;24 481;-;-;20 853;160 751
-;-;45 567;18 890;-;-;58 273;488 125
0;4 918;11 978;22 113;36 024;52 635;(618);150 909
-;-;0;-;-;-;86 581;279 817
-;-;90 492;105 458;-;-;21 715;313 240
0;368;1 958;2 062;-;-;(206 642);1 382 846
32 376;39 164;62 833;50 582;119 438;108 676;(174);266 492
33 040;33 040;36 647;33 093;0;0;768;16 917
-;-;0;-;-;-;358;23 827
-;-;25 613;24 396;65 032;-;44 648;369 825
59;66;244;139;-;-;1 820;56 374
-;-;31 456;29 851;31 456;29 851;-;-
27 513;27 040;168 836;85 232;298 346;185 649;(1 253);328 653
-;-;29 750;28 213;-;-;3 008;285 785
46 192;50 566;224 908;152 159;359 046;389 470;(18 016);708 931
-;-;0;-;-;-;(203);64 356
15 663;17 471;14 993;2 876;55 396;41 044;(2 779);164 726
18 429;14 879;75 689;64 636;237 517;198 707;(1 724);114 832
-;-;32 146;32 146;-;-;511;420 370
-;-;4 326;3 998;-;-;(66);172 288
-;-;165 027;186 599;-;-;(3 289);669 074
0;-;144 577;131 033;245 153;221 319;(127);77 576
0;-;45 200;49 585;65 984;70 122;(2 907);17 381
-;-;-;-;-;-;11 696;56 949
-;-;4 219;-;-;-;87;-
-;-;4 844;4 683;5 545;4 768;(204);10 587
0;175;356;39 234;356;42 774;(580);80 142
1 723;1 440;3 788;3 316;6 373;5 560;(130);8 557
-;-;1 313;1 315;341;511;597;23 795
20 762;4 544;153 491;44 964;210 703;383 188;(22 506);413 404
1 288;2 294;56 633;39 829;119 151;93 279;(244);59 715
52;52;23 432;19 834;32 198;37 648;(674);68 434
-;-;-;-;-;-;115;-
16 505;18 100;238 311;136 794;272 503;315 944;(5 071);338 867
0;-;46;122;1 857;1 592;0;8 574
-;-;6 375;7 826;-;-;1 015;99 420
-;-;1 575;2 309;-;-;(774);38 719
-;-;112 449;57 156;-;-;7 697;353 507
-;-;7 477;3 462;18 571;18 489;(398);119 709
-;-;0;-;-;-;0;-
-;-;13 692;12 997;-;-;1 446;121 850
747;40 117;443 274;429 293;510 088;553 026;(8 260);69 934
98 089;17 896;250 884;284 136;393 737;388 476;(2 505);315 847
-;-;13 666;50 285;-;-;681;1 119 220
-;-;12 408;19 483;-;-;238 295;1 200 188
-;-;3 884;3 937;-;-;2 573;27 250
9 431;252;534 626;294 570;660 293;389 453;(948);148 748
-;-;17 813;19 958;-;-;66 887;525 768
-;-;51 002;21 176;-;-;(7 239);49 286
-;-;15 784;14 746;-;-;25 796;69 955
-;-;7 367;14 148;10 004;16 765;(15);-
-;-;1 403;2 847;-;-;5 671;69 401
10 967;10 967;23 100;40 712;73 027;120 689;(0);108 870
0;-;4 311;6 501;4 353;6 715;-;-
26 365;50 335;50 597;41 692;98 456;109 541;(3 733);16 148
-;-;1 654;3 603;-;-;-;-
29 809;10 703;18 302;11 890;56 663;38 127;(1 674);71 463
-;-;4;4;-;-;0;6 728
5 017;5 017;6 754;6 759;13 336;13 341;0;0
-;-;29 866;-;-;-;16 008;-
46 000;62 907;347 042;221 381;693 828;383 294;(1 946);344 196
-;-;-;-;-;-;73;0
-;-;124 317;126 162;-;-;16 408;257 383
-;-;242;-;449;0;-;-
38 902;20 419;64 490;21 296;110 697;81 091;(960);48 089
-;-;18 356;23 948;-;-;8 032;194 342
-;-;193;450;-;-;85 623;173 185
272;-;15 542;22 482;-;-;8 512;200 715
-;-;659;1 237;698;1 241;-;136 471
3;-;0;0;0;0;(66);14 479
1 868;-;106 694;43 411;109 990;83 744;(238);19 466
-;-;84 259;81 510;86 219;83 575;(857);79 906
0;-;28 588;38 830;276 419;301 453;(86);13 064
0;299 798;14 784;190 408;28 156;640 919;(11 528);792 640
0;5;101 404;106 277;-;-;(9 478);1 719 307
122;211;26 977;37 048;63 196;49 354;(318);84 509
-;-;118;148;-;-;14 643;568 477
-;-;37 637;43 205;-;-;(2 262);215 198
-;-;0;888;-;-;(16 705);1 782 791
0;-;490;37;0;-;4 499;12 032
-;-;30 652;30 445;-;-;10 162;118 729
0;0;29 160;19 669;-;-;10 677;105 259
2 893;3 665;32 148;23 574;92 770;41 695;(10 088);79 221
8 241;7 216;86 619;136 473;0;0;(47 324);25 473
-;-;13 412;4 380;-;-;25 427;970 428
-;-;147 045;118 224;-;-;(59 841);63 837
-;-;31 245;22 752;-;-;155 901;1 309 186
-;-;5 880;11 918;-;-;331;55 646
-;-;3 846;3 283;-;-;(972);495 374
-;-;-;-;-;-;(991);25 887
-;-;6 446;6 305;-;-;(12 573);179 119
-;-;20 221;91 725;45 578;10 455;54 199;908 641
-;-;806 635;907 731;-;-;(1 610);106 375
2 482;699;3 990;5 518;22 207;19 779;(289);54 423
13 996;3 432;744;1 389;19 628;15 554;(413);30 688
-;-;347 225;288 647;-;-;25 675;610 226
75 970;53 639;75 608;27 409;179 278;173 896;(7 226);190 085
-;-;-;-;-;-;(26);-
33 396;31 319;62 254;26 714;141 401;121 805;(0);140 725
-;-;528;24 248;-;-;(14 095);386 111
-;-;78;1 158;11 272;11 628;7 566;167 016
37 387;42 353;9 347;19 646;177 849;173 570;(1 588);116 630
0;18 162;85 285;85 285;85 285;109 310;-;474 007
6 186;8 197;125 795;122 624;204 616;201 562;(229);329 113
5 106;8 288;40 465;32 587;59 500;67 412;(6);11 263
-;-;91 494;76 220;93 274;88 810;(250);37 057
3 781;4 084;3 983;2 072;13 116;13 832;(144);8 349
-;-;28 411;18 057;-;-;156 731;1 051 394
-;-;1 025;812;-;-;(1 246);47 034
-;-;-;-;-;-;356 132;-
5 495;4 609;105 697;78 981;116 987;119 140;(1 588);208 348
-;-;1 697;-;7 606;0;(1);-
-;-;-;-;-;-;65;-
